signal_date,asset,price,raw_score,candidate_global_score,global_score,global_activation_status,bias,confidence,data_coverage,exchange_count,bullish_consensus_count,bearish_consensus_count,divergent_metric_count,funding_rate_pct,basis_pct,price_change_24h_pct,open_interest_usd_combined,oi_change_4h_pct,oi_change_24h_pct,global_long_short_ratio,top_position_long_short_ratio,taker_buy_sell_ratio_4h,taker_buy_sell_ratio_24h,orderbook_imbalance_0_5pct,orderbook_imbalance_1_0pct,intraday_samples_24h,intraday_span_4h_hours,intraday_span_24h_hours,intraday_span_hours,intraday_taker_ratio_avg_4h,intraday_taker_ratio_avg_24h,intraday_book_imbalance_avg_4h,intraday_book_imbalance_avg_24h,intraday_funding_avg_24h,intraday_oi_change_4h_pct,intraday_oi_change_24h_pct,intraday_price_change_4h_pct,intraday_price_change_24h_pct,intraday_long_liquidation_usd_observed_24h,intraday_short_liquidation_usd_observed_24h,intraday_liquidation_events_observed_24h,long_liquidation_usd_sample,short_liquidation_usd_sample,liquidation_events_sample,scanner_positive_rate_30d,scanner_return_p50_30d,overlay_status,overlay_weight,adjusted_positive_rate_30d,adjusted_return_p50_30d,module_version,calibration_eligible,calibration_note,created_utc,target_date_1d,checked_1d,actual_date_1d,actual_price_1d,return_1d,drawdown_1d,max_gain_1d,target_date_3d,checked_3d,actual_date_3d,actual_price_3d,return_3d,drawdown_3d,max_gain_3d,target_date_7d,checked_7d,actual_date_7d,actual_price_7d,return_7d,drawdown_7d,max_gain_7d,target_date_14d,checked_14d,actual_date_14d,actual_price_14d,return_14d,drawdown_14d,max_gain_14d,target_date_30d,checked_30d,actual_date_30d,actual_price_30d,return_30d,drawdown_30d,max_gain_30d
2026-07-16,BTC,64090.1,1.375,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,BASSA,1.0,3,1,0,1,0.008897277952059652,-0.032310962500203544,-1.21,4490861554.545601,,,,,1.6361659594221991,,0.030955837787571026,,,,,,,,,,,,,,,,,,0.0,0.0,0,57.49999999999999,3.7787332204274215,RACCOLTA DATI,0.0,57.49999999999999,3.7787332204274215,V2.1.3,True,,2026-07-16T10:02:26+00:00,2026-07-17,True,2026-07-17,63651.6796875,-0.6840686978175969,-0.5862267046704561,-0.4705509314231082,2026-07-19,True,2026-07-19,64741.5,1.0163816252432234,-2.4974947378768264,1.3133939075613776,2026-07-23,True,2026-07-23,65395.2890625,2.0364909127930764,-2.4974947378768264,4.399997035423575,2026-07-30,True,2026-07-30,63893.1015625,-0.3073773289478332,-2.4974947378768264,4.399997035423575,2026-08-15,,,,,,
2026-07-16,DOGE,0.07308,1.375,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,BASSA,1.0,3,2,1,0,0.01007973794145847,-0.05409924583822664,-1.79,199634987.41755873,,,,,1.254307001508898,,0.025689756337095353,,,,,,,,,,,,,,,,,,0.0,0.0,0,25.0,-18.394221625389847,RACCOLTA DATI,0.0,25.0,-18.394221625389847,V2.1.3,True,,2026-07-16T10:02:26+00:00,2026-07-17,True,2026-07-17,0.07221999764442444,-1.176795779386386,-1.1226801775685469,-0.9539308480115083,2026-07-19,True,2026-07-19,0.07242999970912933,-0.8894366322806158,-2.7463011586346453,1.6885580491941221,2026-07-23,True,2026-07-23,0.07227999716997147,-1.09469462237074,-2.7463011586346453,1.6885580491941221,2026-07-30,True,2026-07-30,0.06961999833583832,-4.734539770336188,-6.550358815733448,1.6885580491941221,2026-08-15,,,,,,
2026-07-16,SOL,76.093,1.75,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,BASSA,1.0,3,1,0,1,0.005955751550876696,-0.04131865274296479,-2.2,620903034.7531192,,,,,1.9856305789641153,,0.04058237176853467,,,,,,,,,,,,,,,,,,0.0,0.0,0,42.5,-3.087987527992142,RACCOLTA DATI,0.0,42.5,-3.087987527992142,V2.1.3,True,,2026-07-16T10:02:26+00:00,2026-07-17,True,2026-07-17,75.1500015258789,-1.239270989606267,-1.1389367261730787,-1.0201237930579254,2026-07-19,True,2026-07-19,76.04000091552734,-0.06965040736027772,-3.5368624558568595,1.7621141498160409,2026-07-23,True,2026-07-23,77.13999938964844,1.375947051172166,-3.5368624558568595,3.460176558208361,2026-07-30,True,2026-07-30,73.43000030517578,-3.4996644827043566,-4.880511399290999,3.460176558208361,2026-08-15,,,,,,
2026-07-17,BTC,63769.9,1.375,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,MEDIA,1.0,3,0,1,0,0.007935790450027406,-0.03479118343266859,-1.375,4519684256.535845,-0.48684480735936564,,,,1.7900005252623943,,-0.012523741152446118,,,,,,,,,,,,,,,,,,0.0,0.0,0,57.49999999999999,3.7787332204274215,RACCOLTA DATI,0.0,57.49999999999999,3.7787332204274215,V2.1.3,True,,2026-07-17T00:33:06+00:00,2026-07-18,True,2026-07-18,63883.7109375,0.1784712497588936,0.13255421052877914,0.31880734484450723,2026-07-20,True,2026-07-20,64184.01171875,0.6493843000381139,-2.007917332471909,1.9153922932292566,2026-07-24,True,2026-07-24,65299.2109375,2.398170512263631,-2.007917332471909,4.924207972726946,2026-07-31,True,2026-07-31,64349.19140625,0.9084088359084808,-2.007917332471909,4.924207972726946,2026-08-16,,,,,,
2026-07-17,DOGE,0.07233,-1.75,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE NEGATIVA / NON PESATA,MEDIA,1.0,3,1,0,0,0.008810478285036227,-0.055054358343144046,-2.045,194210227.3355693,-0.1053481890849639,,,,0.7715345515129556,,-0.02143248374782243,,,,,,,,,,,,,,,,,,0.0,0.0,0,27.500000000000004,-16.77751168965201,RACCOLTA DATI,0.0,27.500000000000004,-16.77751168965201,V2.1.3,True,,2026-07-17T00:33:06+00:00,2026-07-18,True,2026-07-18,0.0723700001835823,0.05530234146591262,0.11062802705430475,0.5214451919464791,2026-07-20,True,2026-07-20,0.07180999964475632,-0.7189276306424519,-1.737863800262962,0.8217345954602662,2026-07-24,True,2026-07-24,0.06903000175952911,-4.562419798798412,-4.807249606108909,1.9881063520900133,2026-07-31,True,2026-07-31,0.07005999982357025,-3.1383937182769994,-5.581366269235444,2.03787989756814,2026-08-16,,,,,,
2026-07-17,SOL,75.265,0.0,0,0,LOCKED / RACCOLTA 7G,MISTA / NEUTRALE,BASSA,1.0,3,1,0,1,0.003980481689791931,-0.05311391285366181,-2.4450000000000003,657967531.0090199,0.731008068151251,,,,0.9649321189107326,,0.014556853970510167,,,,,,,,,,,,,,,,,,0.0,0.0,0,42.5,-3.087987527992142,RACCOLTA DATI,0.0,42.5,-3.087987527992142,V2.1.3,True,,2026-07-17T00:33:06+00:00,2026-07-18,True,2026-07-18,74.93000030517578,-0.44509359572738605,-0.36835870354434697,0.09396648768102978,2026-07-20,True,2026-07-20,75.98999786376953,0.9632602986375138,-2.4756590029032854,2.391765971821447,2026-07-24,True,2026-07-24,75.72000122070312,0.6045322802140651,-2.4756590029032854,4.598355342373606,2026-07-31,True,2026-07-31,74.02999877929688,-1.6408705516549826,-3.8340896021557214,4.598355342373606,2026-08-16,,,,,,
2026-07-18,BTC,63944.6,1.375,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,BASSA,1.0,3,1,1,0,0.006460102566217384,-0.04112972499705439,0.895,4313908991.3012905,,,,,1.2968230942875871,,-0.023217339160301123,,,,,,,,,,,,,,,,,,0.0,0.0,0,57.49999999999999,3.00225348388019,RACCOLTA DATI,0.0,57.49999999999999,3.00225348388019,V2.1.3,True,,2026-07-18T05:14:46+00:00,2026-07-19,True,2026-07-19,64741.5,1.2462350221910778,1.020728538844562,1.4426758182082722,2026-07-21,True,2026-07-21,65474.578125,2.3926619683288353,-0.15573539438826778,2.6446989855281045,2026-07-25,True,2026-07-25,64087.94921875,0.22417720769227767,-0.3506306631052447,4.637549535066299,2026-08-01,True,2026-08-01,63062.0703125,-1.3801473267484599,-1.923219963061773,4.637549535066299,2026-08-17,,,,,,
2026-07-18,DOGE,0.07244081858,-1.5,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE NEGATIVA / NON PESATA,BASSA,1.0,3,0,2,0,0.005042605075488416,-0.06473097685643142,0.48,196669208.33843455,,,,,0.6025067830990345,,-0.07485836098585387,,,,,,,,,,,,,,,,,,0.0,0.0,0,30.0,-14.609012638297289,RACCOLTA DATI,0.0,30.0,-14.609012638297289,V2.1.3,True,,2026-07-18T05:14:46+00:00,2026-07-19,True,2026-07-19,0.07242999970912933,-0.01493477169741686,-0.24924897532788703,0.361899488104922,2026-07-21,True,2026-07-21,0.07281000167131424,0.5096340689559442,-0.7755559908742882,0.4894136438686969,2026-07-25,True,2026-07-25,0.06949000060558319,-4.073418871099688,-5.086661698106054,1.8320868958721759,2026-08-01,True,2026-08-01,0.07010000199079514,-3.2313502733542165,-5.725806090881413,1.881784298731537,2026-08-17,,,,,,
2026-07-18,SOL,75.059,0.0,0,0,LOCKED / RACCOLTA 7G,MISTA / NEUTRALE,BASSA,1.0,3,1,0,1,0.00199375729913132,-0.05048159564929784,0.005,659504826.7096187,,,,,1.0558696842365827,,-0.032209291348841415,,,,,,,,,,,,,,,,,,0.0,0.0,0,47.5,-0.8949462401341257,RACCOLTA DATI,0.0,47.5,-0.8949462401341257,V2.1.3,True,,2026-07-18T05:14:46+00:00,2026-07-19,True,2026-07-19,76.04000091552734,1.3069730685558723,0.5029282563341786,1.7273068753622223,2026-07-21,True,2026-07-21,78.2300033569336,4.224681060144153,-0.7028289438350099,4.3970714880075645,2026-07-25,True,2026-07-25,74.16999816894531,-1.1844040435586511,-1.5678711002552914,4.885426329204368,2026-08-01,True,2026-08-01,73.12999725341797,-2.5699819429808923,-3.5701615250169794,4.885426329204368,2026-08-17,,,,,,
2026-07-19,BTC,64720.62,-0.5,0,0,LOCKED / RACCOLTA 7G,MISTA / NEUTRALE,BASSA,1.0,3,0,1,1,0.00014802362854252386,-0.047770928235857976,1.2135817567081597,4026904088.565545,-0.3858716996977152,-6.653012460728114,,,0.7854123272291904,1.4158636578326091,-0.004056359545881259,,,,,,,,,,,,,,,,,,0.0,0.0,0,57.49999999999999,4.947432338339974,RACCOLTA DATI,0.0,57.49999999999999,4.947432338339974,V2.1.3,True,,2026-07-19T05:14:44+00:00,2026-07-20,True,2026-07-20,64184.01171875,-0.8291148651697111,-0.9558374228337163,0.41829597738711755,2026-07-22,True,2026-07-22,66233.6875,2.3378445694741457,-1.5454570351767338,3.03467378325486,2026-07-26,True,2026-07-26,64454.23046875,-0.4115991646093664,-1.598539760203166,3.3829133589882154,2026-08-02,True,2026-08-02,63417.19921875,-2.0139188735367575,-3.5688051389186404,3.3829133589882154,2026-08-18,,,,,,
2026-07-19,DOGE,0.072393467,2.375,0,0,LOCKED / RACCOLTA 7G,LEGGERMENTE POSITIVA / NON PESATA,MEDIA,1.0,3,1,1,1,0.008107567960295294,-0.06084477437308099,-0.06536588200988236,200934229.9185281,1.1246927831063402,2.1686270139218644,,,4.209036326277395,2.0214481519996643,-0.02343188369073078,,,,,,,,,,,,,,,,,,0.0,0.0,0,30.0,-14.072662441719386,RACCOLTA DATI,0.0,30.0,-14.072662441719386,V2.1.3,True,,2026-07-19T05:14:44+00:00,2026-07-20,True,2026-07-20,0.07180999964475632,-0.8059668633409789,-0.694280403238412,0.7333446716903724,2026-07-22,True,2026-07-22,0.07317999750375748,1.0864661361742467,-1.554653117176319,1.8674685975954564,2026-07-26,True,2026-07-26,0.07346999645233154,1.4870533170231237,-5.664142625657087,1.898693875880686,2026-08-02,True,2026-08-02,0.07018999755382538,-3.0437407372334135,-5.664142625657087,1.9484237851338682,2026-08-18,,,,,,
